No.,"INVOICE NUMBER","DO NUMBER",IMEI,"STORE TRANFER ( IN )","STORE TRANFER ( OUT )","DISTRIBUTOR / WAREHOUSE ( IN )","DISTRIBUTOR / WAREHOUSE ( OUT )",WAREHOUSE,REMARK,"CREATED BY",TIME
667,IN670618-00002,DO670826-00055,863671068921752,"VT2 - inter telecom","VT2 - Kaiamphone Computer2","352027217 - VT2 - inter telecom","352027019 - VT2 - Kaiamphone Computer2","Kerry-INEW (Vientiane)",,M20180315,"2024-08-26 10:08:58"
668,IN670618-00002,DO670826-00056,866227060486976,"VT2 - inter telecom","VT2 - Kaiamphone Computer2","352027217 - VT2 - inter telecom","352027019 - VT2 - Kaiamphone Computer2","Kerry-INEW (Vientiane)",,M20180315,"2024-08-26 10:08:58"
669,IN670618-00002,DO670826-00057,866227061818235,"VT2 - inter telecom","VT2 - Kaiamphone Computer2","352027217 - VT2 - inter telecom","352027019 - VT2 - Kaiamphone Computer2","Kerry-INEW (Vientiane)",,M20180315,"2024-08-26 10:08:58"
670,IN670618-00002,DO670826-00058,868800072839172,"VT2 - inter telecom","VT2 - Kaiamphone Computer2","352027217 - VT2 - inter telecom","352027019 - VT2 - Kaiamphone Computer2","Kerry-INEW (Vientiane)",,M20180315,"2024-08-26 10:08:58"
671,IN670722-00162,DO670826-00059,868800075487979,"VT3 - Set Mobile","VT3 - Touk vilai","352027290 - VT3 - Set Mobile","352032326 - VT3 - Touk vilai","Kerry-Win (Vientiane)",,M20180315,"2024-08-26 11:08:25"
672,IN670701-00083,DO670826-00060,866227062289618,"VT3 - Set Mobile","VT3 - Dolay Mobile","352027290 - VT3 - Set Mobile","352027200 - VT3 - Dolay Mobile","Kerry-Win (Vientiane)",,M20180315,"2024-08-26 11:08:40"
673,IN670701-00083,DO670826-00061,868800072655479,"VT3 - Set Mobile","VT3 - Dolay Mobile","352027290 - VT3 - Set Mobile","352027200 - VT3 - Dolay Mobile","Kerry-Win (Vientiane)",,M20180315,"2024-08-26 11:08:40"
674,IN670723-00021,DO670826-00062,866227062079613,"VT3 - Set Mobile","VT3 - Ophar mobile","352027290 - VT3 - Set Mobile","352032327 - VT3 - Ophar mobile","Kerry-Win (Vientiane)",,M20180315,"2024-08-26 11:08:16"
675,IN670729-00065,DO670826-00063,867650075265011,"ODX - ODX mobile","ODX - Houngfixphone","352032425 - ODX - ODX mobile","352026911 - ODX - Hongfixphone","Kerry-A BAO (Oudomxai)","N145 Approval No.：202408261003000109246",Admin,"2024-08-26 14:08:31"
676,IN670614-00108,DO670826-00064,866654064662536,"CPS - LT mobile ປາກເຊ","CPS - JL mobile","352026964 - CPS - LT mobile Pakse","352026953 - CPS - Jk mobile4 Sanamxai","Kerry-JK (Pakse)","N2810 Approval No.：202408261038000347655",Admin,"2024-08-26 14:08:32"
677,IN670819-00054,DO670826-00065,865073061070679,"ODX - Apong mobile1","ODX - Abao mobile1 Agent Store","352026904 - ODX - Apong mobile","352026897 - ODX - Abao mobile1 Agent Shop","Kerry-A BAO (Oudomxai)","N145 Approval No.：202408261529000026750",Admin,"2024-08-26 14:08:51"
678,IN670819-00054,DO670826-00066,865073061071834,"ODX - Apong mobile1","ODX - Abao mobile1 Agent Store","352026904 - ODX - Apong mobile","352026897 - ODX - Abao mobile1 Agent Shop","Kerry-A BAO (Oudomxai)","N145 Approval No.：202408261529000026750",Admin,"2024-08-26 14:08:51"
679,IN670819-00054,DO670826-00067,865073061071792,"ODX - Apong mobile1","ODX - Abao mobile1 Agent Store","352026904 - ODX - Apong mobile","352026897 - ODX - Abao mobile1 Agent Shop","Kerry-A BAO (Oudomxai)","N145 Approval No.：202408261529000026750",Admin,"2024-08-26 14:08:51"
680,IN670819-00054,DO670826-00068,862287067772053,"ODX - Apong mobile1","ODX - Abao mobile1 Agent Store","352026904 - ODX - Apong mobile","352026897 - ODX - Abao mobile1 Agent Shop","Kerry-A BAO (Oudomxai)","N145 Approval No.：202408261529000026750",Admin,"2024-08-26 14:08:51"
681,IN670819-00054,DO670826-00069,865073061070638,"ODX - Apong mobile1","ODX - Abao mobile1 Agent Store","352026904 - ODX - Apong mobile","352026897 - ODX - Abao mobile1 Agent Shop","Kerry-A BAO (Oudomxai)","N145 Approval No.：202408261529000026750",Admin,"2024-08-26 14:08:51"
682,IN670819-00054,DO670826-00070,865073061071818,"ODX - Apong mobile1","ODX - Abao mobile1 Agent Store","352026904 - ODX - Apong mobile","352026897 - ODX - Abao mobile1 Agent Shop","Kerry-A BAO (Oudomxai)","N145 Approval No.：202408261529000026750",Admin,"2024-08-26 14:08:51"
683,IN670819-00054,DO670826-00071,862287067783555,"ODX - Apong mobile1","ODX - Abao mobile1 Agent Store","352026904 - ODX - Apong mobile","352026897 - ODX - Abao mobile1 Agent Shop","Kerry-A BAO (Oudomxai)","N145 Approval No.：202408261529000026750",Admin,"2024-08-26 14:08:51"
684,IN670722-00012,DO670826-00072,866654064551135,"BLX - A yun mobile ບໍລະຄຳໄຊ","BLX - Aping mobile1 ວຽງຄຳ","352026723 - BLX - A yun mobile","352026720 - BLX - Aping mobile Viengkham","Kerry-Awen (Thakhaek)","N1542 Approval No.：202408261535000168032",Admin,"2024-08-26 14:08:42"
685,IN670722-00012,DO670826-00073,866654064547596,"BLX - A yun mobile ບໍລະຄຳໄຊ","BLX - Aping mobile1 ວຽງຄຳ","352026723 - BLX - A yun mobile","352026720 - BLX - Aping mobile Viengkham","Kerry-Awen (Thakhaek)","N1542 Approval No.：202408261535000168032",Admin,"2024-08-26 14:08:42"
686,IN670722-00012,DO670826-00074,866654064558411,"BLX - A yun mobile ບໍລະຄຳໄຊ","BLX - Aping mobile1 ວຽງຄຳ","352026723 - BLX - A yun mobile","352026720 - BLX - Aping mobile Viengkham","Kerry-Awen (Thakhaek)","N1542 Approval No.：202408261535000168032",Admin,"2024-08-26 14:08:42"
687,IN670722-00012,DO670826-00075,866654064548834,"BLX - A yun mobile ບໍລະຄຳໄຊ","BLX - Aping mobile1 ວຽງຄຳ","352026723 - BLX - A yun mobile","352026720 - BLX - Aping mobile Viengkham","Kerry-Awen (Thakhaek)","N1542 Approval No.：202408261535000168032",Admin,"2024-08-26 14:08:42"
688,IN670722-00012,DO670826-00076,868800075356877,"BLX - A yun mobile ບໍລະຄຳໄຊ","BLX - Aping mobile1 ວຽງຄຳ","352026723 - BLX - A yun mobile","352026720 - BLX - Aping mobile Viengkham","Kerry-Awen (Thakhaek)","N1542 Approval No.：202408261535000168032",Admin,"2024-08-26 14:08:42"
689,IN670722-00012,DO670826-00077,868800072769130,"BLX - A yun mobile ບໍລະຄຳໄຊ","BLX - Aping mobile1 ວຽງຄຳ","352026723 - BLX - A yun mobile","352026720 - BLX - Aping mobile Viengkham","Kerry-Awen (Thakhaek)","N1542 Approval No.：202408261535000168032",Admin,"2024-08-26 14:08:42"
690,IN670702-00048,DO670826-00078,863671068881170,"BLX - A kung mobile","BLX - Toukta mobile","352026754 - BLX - PSC","352026761 - BLX - Toukta mobile","Kerry-Awen (Thakhaek)","N2050 Approval No.：202408261517000434256",Admin,"2024-08-26 14:08:30"
691,IN670731-00115,DO670826-00079,866227061120855,"BLX - Ahua mobile ຄຳເກີດ","BLX - Awen Mobile8","352026729 - BLX - Ahua mobile","352026799 - KAM - Awen mobile1 Agent Shop","Kerry-Awen (Thakhaek)","N651 Approval No.：202408261506000164329",Admin,"2024-08-26 14:08:15"
692,IN670731-00059,DO670826-00080,865073068891630,"KAM - A bo mobile ທ່າແຂກ","KAM - Awen mobile4","352026787 - KAM - A bo mobile","352026799 - KAM - Awen mobile1 Agent Shop","Kerry-Awen (Thakhaek)","N2332 Approval No.：202408261328000497769",Admin,"2024-08-26 14:08:10"
693,IN670731-00059,DO670826-00081,862287067983171,"KAM - A bo mobile ທ່າແຂກ","KAM - Awen mobile4","352026787 - KAM - A bo mobile","352026799 - KAM - Awen mobile1 Agent Shop","Kerry-Awen (Thakhaek)","N2332 Approval No.：202408261328000497769",Admin,"2024-08-26 14:08:10"
694,IN670731-00059,DO670826-00082,862287067699074,"KAM - A bo mobile ທ່າແຂກ","KAM - Awen mobile2","352026787 - KAM - A bo mobile","352026799 - KAM - Awen mobile1 Agent Shop","Kerry-Awen (Thakhaek)","N2332 Approval No.：202408261328000497769",Admin,"2024-08-26 14:08:10"
695,IN670627-00111,DO670826-00083,863671068882673,"BLX - Eamma","BLX - RC Mobile","352032542 - BLX - Eamma","352026756 - BLX - RC Mobile","Kerry-Awen (Thakhaek)","N1542 Approval No.：202408261543000067835
",Admin,"2024-08-26 14:08:06"
696,IN670627-00111,DO670826-00084,866227060586437,"BLX - Eamma","BLX - RC Mobile","352032542 - BLX - Eamma","352026756 - BLX - RC Mobile","Kerry-Awen (Thakhaek)","N1542 Approval No.：202408261543000067835
",Admin,"2024-08-26 14:08:06"
697,IN670627-00111,DO670826-00085,866227060589498,"BLX - Eamma","BLX - RC Mobile","352032542 - BLX - Eamma","352026756 - BLX - RC Mobile","Kerry-Awen (Thakhaek)","N1542 Approval No.：202408261543000067835
",Admin,"2024-08-26 14:08:06"
698,IN670627-00111,DO670826-00086,866227061260057,"BLX - Eamma","BLX - RC Mobile","352032542 - BLX - Eamma","352026756 - BLX - RC Mobile","Kerry-Awen (Thakhaek)","N1542 Approval No.：202408261543000067835
",Admin,"2024-08-26 14:08:06"
699,IN670627-00111,DO670826-00087,866227061260776,"BLX - Eamma","BLX - RC Mobile","352032542 - BLX - Eamma","352026756 - BLX - RC Mobile","Kerry-Awen (Thakhaek)","N1542 Approval No.：202408261543000067835
",Admin,"2024-08-26 14:08:06"
700,IN670627-00111,DO670826-00088,866227061262798,"BLX - Eamma","BLX - RC Mobile","352032542 - BLX - Eamma","352026756 - BLX - RC Mobile","Kerry-Awen (Thakhaek)","N1542 Approval No.：202408261543000067835
",Admin,"2024-08-26 14:08:06"
701,IN670627-00111,DO670826-00089,866227061263598,"BLX - Eamma","BLX - RC Mobile","352032542 - BLX - Eamma","352026756 - BLX - RC Mobile","Kerry-Awen (Thakhaek)","N1542 Approval No.：202408261543000067835
",Admin,"2024-08-26 14:08:06"
702,IN670627-00111,DO670826-00090,866227061260677,"BLX - Eamma","BLX - RC Mobile","352032542 - BLX - Eamma","352026756 - BLX - RC Mobile","Kerry-Awen (Thakhaek)","N1542 Approval No.：202408261543000067835
",Admin,"2024-08-26 14:08:06"
703,IN670627-00111,DO670826-00091,866227061260859,"BLX - Eamma","BLX - RC Mobile","352032542 - BLX - Eamma","352026756 - BLX - RC Mobile","Kerry-Awen (Thakhaek)","N1542 Approval No.：202408261543000067835
",Admin,"2024-08-26 14:08:06"
704,IN670627-00111,DO670826-00092,866227061263275,"BLX - Eamma","BLX - RC Mobile","352032542 - BLX - Eamma","352026756 - BLX - RC Mobile","Kerry-Awen (Thakhaek)","N1542 Approval No.：202408261543000067835
",Admin,"2024-08-26 14:08:06"
705,IN670627-00111,DO670826-00093,866227061260750,"BLX - Eamma","BLX - RC Mobile","352032542 - BLX - Eamma","352026756 - BLX - RC Mobile","Kerry-Awen (Thakhaek)","N1542 Approval No.：202408261543000067835
",Admin,"2024-08-26 14:08:06"
706,IN670627-00111,DO670826-00094,866227061262632,"BLX - Eamma","BLX - RC Mobile","352032542 - BLX - Eamma","352026756 - BLX - RC Mobile","Kerry-Awen (Thakhaek)","N1542 Approval No.：202408261543000067835
",Admin,"2024-08-26 14:08:06"
707,IN670627-00111,DO670826-00095,866227061263572,"BLX - Eamma","BLX - RC Mobile","352032542 - BLX - Eamma","352026756 - BLX - RC Mobile","Kerry-Awen (Thakhaek)","N1542 Approval No.：202408261543000067835
",Admin,"2024-08-26 14:08:06"
708,IN670627-00111,DO670826-00096,866654065045137,"BLX - Eamma","BLX - RC Mobile","352032542 - BLX - Eamma","352026756 - BLX - RC Mobile","Kerry-Awen (Thakhaek)","N1542 Approval No.：202408261543000067835
",Admin,"2024-08-26 14:08:06"
709,IN670627-00111,DO670826-00097,866654065137512,"BLX - Eamma","BLX - RC Mobile","352032542 - BLX - Eamma","352026756 - BLX - RC Mobile","Kerry-Awen (Thakhaek)","N1542 Approval No.：202408261543000067835
",Admin,"2024-08-26 14:08:06"
710,IN670627-00111,DO670826-00098,866654065045178,"BLX - Eamma","BLX - RC Mobile","352032542 - BLX - Eamma","352026756 - BLX - RC Mobile","Kerry-Awen (Thakhaek)","N1542 Approval No.：202408261543000067835
",Admin,"2024-08-26 14:08:06"
711,IN670627-00111,DO670826-00099,866654065137652,"BLX - Eamma","BLX - RC Mobile","352032542 - BLX - Eamma","352026756 - BLX - RC Mobile","Kerry-Awen (Thakhaek)","N1542 Approval No.：202408261543000067835
",Admin,"2024-08-26 14:08:06"
712,IN670627-00111,DO670826-00100,866654065045194,"BLX - Eamma","BLX - RC Mobile","352032542 - BLX - Eamma","352026756 - BLX - RC Mobile","Kerry-Awen (Thakhaek)","N1542 Approval No.：202408261543000067835
",Admin,"2024-08-26 14:08:06"
713,IN670731-00161,DO670826-00101,866227061187474,"VT3 - Set Mobile","VT3 - Dolay Mobile","352027290 - VT3 - Set Mobile","352027200 - VT3 - Dolay Mobile","Kerry-Win (Vientiane)",,M20180315,"2024-08-26 16:08:43"
714,IN670731-00161,DO670826-00102,866227062090479,"VT3 - Set Mobile","VT3 - Dolay Mobile","352027290 - VT3 - Set Mobile","352027200 - VT3 - Dolay Mobile","Kerry-Win (Vientiane)",,M20180315,"2024-08-26 16:08:43"
715,IN670801-00109,DO670826-00103,866227061195410,"VT3 - No Mobile","VT3 - La Mobile","352027258 - VT3 - No Mobile","352027230 - VT3 - La Mobile","Kerry-Win (Vientiane)",,M20180315,"2024-08-26 16:08:28"
716,IN670803-00043,DO670826-00104,866654065019272,"VT3 - No Mobile","VT3 - Sdy mobile","352027258 - VT3 - No Mobile","352032325 - VT3 - Sdy mobile","Kerry-Win (Vientiane)",,M20180315,"2024-08-26 16:08:14"
717,IN670803-00043,DO670826-00105,868800076939630,"VT3 - No Mobile","VT3 - Sdy mobile","352027258 - VT3 - No Mobile","352032325 - VT3 - Sdy mobile","Kerry-Win (Vientiane)",,M20180315,"2024-08-26 16:08:14"
718,IN670723-00088,DO670826-00106,866227062329810,"VT3 - Set Mobile","VT3 - Noy Mobile ຫີນເຫີບ","352027290 - VT3 - Set Mobile","352027259 - VT3 - Noy Mobile Hinherb","Kerry-Win (Vientiane)",,M20180315,"2024-08-26 16:08:25"
719,IN670713-00058,DO670826-00107,866227061711596,"VT1 - PJ","VT1 - A Yang Mobile Xaisavang","352027273 - VT1 - PJ","352027157 - VT1 - A Yang Xaysavarng","WH - Stock OPPO (Mark)",,M20180315,"2024-08-26 16:08:42"
720,IN670713-00058,DO670826-00108,862287067281295,"VT1 - PJ","VT1 - A Yang Mobile Xaisavang","352027273 - VT1 - PJ","352027157 - VT1 - A Yang Xaysavarng","WH - Stock OPPO (Mark)",,M20180315,"2024-08-26 16:08:42"
721,IN670503-00061,DO670826-00109,863671064369857,"VT1 - PJ","VT1 - A Sue km63","352027273 - VT1 - PJ","352027152 - VT1 - a sue","WH - Stock OPPO (Mark)",,M20180315,"2024-08-26 16:08:11"
722,IN670503-00061,DO670826-00110,862774061687718,"VT1 - PJ","VT1 - A Sue km63","352027273 - VT1 - PJ","352027152 - VT1 - a sue","WH - Stock OPPO (Mark)",,M20180315,"2024-08-26 16:08:11"
723,IN670706-00063,DO670827-00001,866227062076056,"VT3 - DP Computer","VT3 - Kunlaya","352027203 - VT3 - DP Computer","352027229 - VT3 - Kunlaya","Kerry-Win (Vientiane)",,M20180315,"2024-08-27 09:08:10"
724,IN670706-00063,DO670827-00002,862287067677633,"VT3 - DP Computer","VT3 - Kunlaya","352027203 - VT3 - DP Computer","352027229 - VT3 - Kunlaya","Kerry-Win (Vientiane)",,M20180315,"2024-08-27 09:08:10"
725,IN670706-00063,DO670827-00003,862287067599191,"VT3 - DP Computer","VT3 - TM Center Service","352027203 - VT3 - DP Computer","352027322 - VT3 - TM Center Service","Kerry-Win (Vientiane)",,M20180315,"2024-08-27 09:08:10"
726,IN670706-00063,DO670827-00004,866654065137371,"VT3 - DP Computer","VT3 - TM Center Service","352027203 - VT3 - DP Computer","352027322 - VT3 - TM Center Service","Kerry-Win (Vientiane)",,M20180315,"2024-08-27 09:08:10"
727,IN670803-00082,DO670827-00005,866654065014992,"VT3 - phanphon","VT3 - VangVieng mobile","352027270 - VT3 - phanphon","352032179 - VT3 - VangVieng mobile","Kerry-Win (Vientiane)",,M20180315,"2024-08-27 14:08:21"
728,IN670803-00082,DO670827-00006,868800076937451,"VT3 - phanphon","VT3 - VangVieng mobile","352027270 - VT3 - phanphon","352032179 - VT3 - VangVieng mobile","Kerry-Win (Vientiane)",,M20180315,"2024-08-27 14:08:21"
729,IN670812-00093,DO670827-00007,866227061198091,"VT3 - oppo shop ວັງວຽງ","VT3 - Komin Mobile","352027267 - VT3 - Oppo shop Vungvieng","352032538 - VT3 - Komin Mobile","Kerry-Win (Vientiane)",,M20180315,"2024-08-27 14:08:02"
730,IN670526-00050,DO670827-00008,868051060108291,"VT3 - phanphon","VT3 - doungnoy mobile ວັງວຽງ","352027270 - VT3 - phanphon","352027202 - VT3 - Doungnoy mobile Vungvieng","Kerry-Win (Vientiane)",,M20180315,"2024-08-27 14:08:35"
731,IN670526-00050,DO670827-00009,867993074470657,"VT3 - phanphon","VT3 - doungnoy mobile ວັງວຽງ","352027270 - VT3 - phanphon","352027202 - VT3 - Doungnoy mobile Vungvieng","Kerry-Win (Vientiane)",,M20180315,"2024-08-27 14:08:35"
732,IN670701-00005,DO670827-00010,866227061107373,"VT1 - A Sue km63","VT1 - A Yang Mobile Xaisavang","352027152 - VT1 - a sue","352027157 - VT1 - A Yang Xaysavarng","WH - Stock OPPO (Mark)",,M20180315,"2024-08-27 14:08:53"
733,IN670701-00005,DO670827-00011,866227060596931,"VT1 - A Sue km63","VT1 - A Yang Mobile Xaisavang","352027152 - VT1 - a sue","352027157 - VT1 - A Yang Xaysavarng","WH - Stock OPPO (Mark)",,M20180315,"2024-08-27 14:08:53"
734,IN670629-00054,DO670827-00012,863671069071557,"BLX - Puom IT1 ຄຳເກີດ","BLX - Awen Mobile8","352026753 - BLX - Poum IT","352026799 - KAM - Awen mobile1 Agent Shop","Kerry-Awen (Thakhaek)","N651 Approval No.：202408270844000368944",Admin,"2024-08-27 14:08:13"
735,IN670816-00052,DO670827-00013,865073068944751,VT3 - T&J VangVieng,"VT3 - T and J Mobile1 ສົງເປືອຍ","352031986 - VT3 - T&J VangVieng","352027308 - VT3 - T&J Mobile1 Songpueay","Kerry-Win (Vientiane)","N2061 Approval No.：202408270941000276551",Admin,"2024-08-27 14:08:12"
736,IN670816-00052,DO670827-00014,865073068945170,VT3 - T&J VangVieng,"VT3 - T and J Mobile1 ສົງເປືອຍ","352031986 - VT3 - T&J VangVieng","352027308 - VT3 - T&J Mobile1 Songpueay","Kerry-Win (Vientiane)","N2061 Approval No.：202408270941000276551",Admin,"2024-08-27 14:08:12"
737,IN670816-00052,DO670827-00015,862287067780635,VT3 - T&J VangVieng,"VT3 - T and J Mobile1 ສົງເປືອຍ","352031986 - VT3 - T&J VangVieng","352027308 - VT3 - T&J Mobile1 Songpueay","Kerry-Win (Vientiane)","N2061 Approval No.：202408270941000276551",Admin,"2024-08-27 14:08:12"
738,IN670816-00052,DO670827-00016,865073068944819,VT3 - T&J VangVieng,"VT3 - T and J Mobile1 ສົງເປືອຍ","352031986 - VT3 - T&J VangVieng","352027308 - VT3 - T&J Mobile1 Songpueay","Kerry-Win (Vientiane)","N2061 Approval No.：202408270941000276551",Admin,"2024-08-27 14:08:12"
739,IN670816-00052,DO670827-00017,865073068949453,VT3 - T&J VangVieng,"VT3 - T and J Mobile1 ສົງເປືອຍ","352031986 - VT3 - T&J VangVieng","352027308 - VT3 - T&J Mobile1 Songpueay","Kerry-Win (Vientiane)","N2061 Approval No.：202408270941000276551",Admin,"2024-08-27 14:08:12"
740,IN670816-00052,DO670827-00018,865073068944975,VT3 - T&J VangVieng,"VT3 - T and J Mobile1 ສົງເປືອຍ","352031986 - VT3 - T&J VangVieng","352027308 - VT3 - T&J Mobile1 Songpueay","Kerry-Win (Vientiane)","N2061 Approval No.：202408270941000276551",Admin,"2024-08-27 14:08:12"
741,IN670816-00052,DO670827-00019,862287067780619,VT3 - T&J VangVieng,"VT3 - T and J Mobile1 ສົງເປືອຍ","352031986 - VT3 - T&J VangVieng","352027308 - VT3 - T&J Mobile1 Songpueay","Kerry-Win (Vientiane)","N2061 Approval No.：202408270941000276551",Admin,"2024-08-27 14:08:12"
742,IN670807-00011,DO670827-00020,868998070745852,"SEK - chuong mobile","SEK - Vankham mobile","352027000 - SEK - chuong mobile","352031510 - SEK - Vankham mobile","Kerry-ST (Sekong)","N1535 Approval No.：202408271048000248424",Admin,"2024-08-27 14:08:48"
743,IN670629-00041,DO670827-00021,866227061401099,"SVK - Atuan mobile1","SVK - Khan mobile","352027400 - SVK - Atuan mobile","352027423 - SVK - khan mobile","Kerry-INEW SVK (Savanakhet)","N2471 Approval No.：202408271329000079567",Admin,"2024-08-27 14:08:42"
744,IN670629-00041,DO670827-00022,867003065599116,"SVK - Atuan mobile1","SVK - Khan mobile","352027400 - SVK - Atuan mobile","352027423 - SVK - khan mobile","Kerry-INEW SVK (Savanakhet)","N2471 Approval No.：202408271329000079567",Admin,"2024-08-27 14:08:42"
745,IN670629-00041,DO670827-00023,866227061400877,"SVK - Atuan mobile1","SVK - Khan mobile","352027400 - SVK - Atuan mobile","352027423 - SVK - khan mobile","Kerry-INEW SVK (Savanakhet)","N2471 Approval No.：202408271329000079567",Admin,"2024-08-27 14:08:42"
746,IN670811-00023,DO670827-00024,868800077620072,"LNT - SP mobile","LNT - VKT Mobile","352032221 - LNT - SP mobile","352032546 - LNT - VKT Mobile","Kerry-A Yao (Loungnamtha)","N390 Approval No.：202408271456000555954",Admin,"2024-08-27 14:08:20"
747,IN670512-00022,DO670827-00025,866227061417392,"SVK - A Rong mobile","SVK - INEW Savan1 Agent Store","352027386 - SVK - A Rong mobile","352027416 - SVK - INEW Savan1 Agent Shop","Kerry-INEW SVK (Savanakhet)","N2471 Approval No.：202408271440000003410",Admin,"2024-08-27 14:08:08"
748,IN670512-00022,DO670827-00026,866227061262756,"SVK - A Rong mobile","SVK - INEW Savan1 Agent Store","352027386 - SVK - A Rong mobile","352027416 - SVK - INEW Savan1 Agent Shop","Kerry-INEW SVK (Savanakhet)","N2471 Approval No.：202408271440000003410",Admin,"2024-08-27 14:08:08"
749,IN670512-00022,DO670827-00027,862287067738096,"SVK - A Rong mobile","SVK - INEW Savan1 Agent Store","352027386 - SVK - A Rong mobile","352027416 - SVK - INEW Savan1 Agent Shop","Kerry-INEW SVK (Savanakhet)","N2471 Approval No.：202408271440000003410",Admin,"2024-08-27 14:08:08"
750,IN670512-00022,DO670827-00028,867993074497775,"SVK - A Rong mobile","SVK - INEW Savan1 Agent Store","352027386 - SVK - A Rong mobile","352027416 - SVK - INEW Savan1 Agent Shop","Kerry-INEW SVK (Savanakhet)","N2471 Approval No.：202408271440000003410",Admin,"2024-08-27 14:08:08"
751,IN670627-00111,DO670827-00029,863671068882152,"BLX - Eamma","BLX - RC Mobile","352032542 - BLX - Eamma","352026756 - BLX - RC Mobile","Kerry-Awen (Thakhaek)","N1542 Approval No.：202408271549000512393",Admin,"2024-08-27 15:08:13"
752,IN670627-00111,DO670827-00030,863671068882756,"BLX - Eamma","BLX - RC Mobile","352032542 - BLX - Eamma","352026756 - BLX - RC Mobile","Kerry-Awen (Thakhaek)","N1542 Approval No.：202408271549000512393",Admin,"2024-08-27 15:08:13"
753,IN670627-00111,DO670827-00031,866227061396372,"BLX - Eamma","BLX - RC Mobile","352032542 - BLX - Eamma","352026756 - BLX - RC Mobile","Kerry-Awen (Thakhaek)","N1542 Approval No.：202408271549000512393",Admin,"2024-08-27 15:08:13"
754,IN670723-00030,DO670827-00032,866654065138551,"VT1 - MK shop","VT1 - Lida","352032534 - VT1 - MK shop","352027236 - VT1 - Lida","WH - Stock OPPO (Mark)",,M20180315,"2024-08-27 16:08:51"
755,IN670723-00030,DO670827-00033,867650075273031,"VT1 - MK shop","VT1 - Lida","352032534 - VT1 - MK shop","352027236 - VT1 - Lida","WH - Stock OPPO (Mark)",,M20180315,"2024-08-27 16:08:51"
756,IN670825-00062,DO670827-00034,866227061950533,"SEK - Vankham mobile","SEK - ST Mobile2 Agent Shop","352031510 - SEK - Vankham mobile","352031994 - SEK - ST Mobile2 Agent Shop","Kerry-ST (Sekong)","N1535 Approval No.：202408271658000201940",Admin,"2024-08-27 16:08:04"
757,IN670604-00021,DO670827-00035,862774061886971,"SLV - ASHANE","SLV - Abo mobile1 Agent Store","352027351 - SLV - ASHANE","352027347 - SLV - Abo mobile1 Agent Shop","Kerry-ABO (Salavan)","N2591 Approval No.：202408271725000407075",Admin,"2024-08-27 16:08:38"
758,IN670604-00021,DO670827-00036,862774061922958,"SLV - ASHANE","SLV - Abo2 mobile ໂນ່ນດູ່","352027351 - SLV - ASHANE","352027347 - SLV - Abo mobile1 Agent Shop","Kerry-ABO (Salavan)","N2591 Approval No.：202408271725000407075",Admin,"2024-08-27 16:08:38"
759,IN670628-00008,DO670828-00001,866227062373859,"VT1 - MK shop","VT1 - Bigboss Phone","352032534 - VT1 - MK shop","352027183 - VT1 - Bigboss Phone","WH - Stock OPPO (Mark)",,M20180315,"2024-08-28 09:08:57"
760,IN670628-00008,DO670828-00002,866654065134618,"VT1 - MK shop","VT1 - Bigboss Phone","352032534 - VT1 - MK shop","352027183 - VT1 - Bigboss Phone","WH - Stock OPPO (Mark)",,M20180315,"2024-08-28 09:08:57"
761,IN670724-00055,DO670828-00003,866227061186575,"VT1 - Aliang ZungJiang","VT1 - Aliang ZungJiang","352032548 - VT1 - Aliang ZungJiang","352027016 - VT1 - JomJai","WH - Stock OPPO (Mark)",,M20180315,"2024-08-28 10:08:26"
762,IN670724-00055,DO670828-00004,866227061486991,"VT1 - Aliang ZungJiang","VT1 - Aliang ZungJiang","352032548 - VT1 - Aliang ZungJiang","352027016 - VT1 - JomJai","WH - Stock OPPO (Mark)",,M20180315,"2024-08-28 10:08:26"
763,IN670812-00060,DO670828-00005,868742060436530,"VT2 - LTH dongdok","VT1 - LTH","352027243 - VT2 - LTH","352031974 - VT1 - LTH","WH - Stock OPPO (Mark)","N2302 Approval No.：20240827165700015585",Admin,"2024-08-28 11:08:58"
764,IN670604-00091,DO670828-00006,865073061696630,"CPS - Alee mobile","CPS - Chen wen jun","352026936 - CPS - Alee mobile","352026947 - CPS - Chen wen jun","Kerry-JK (Pakse)","N2034 Approval No.：202408281144000381209",Admin,"2024-08-28 11:08:10"
765,IN670604-00091,DO670828-00007,865073061804119,"CPS - Alee mobile","CPS - Chen wen jun","352026936 - CPS - Alee mobile","352026947 - CPS - Chen wen jun","Kerry-JK (Pakse)","N2034 Approval No.：202408281144000381209",Admin,"2024-08-28 11:08:10"
766,IN670604-00091,DO670828-00008,865073061961596,"CPS - Alee mobile","CPS - Chen wen jun","352026936 - CPS - Alee mobile","352026947 - CPS - Chen wen jun","Kerry-JK (Pakse)","N2034 Approval No.：202408281144000381209",Admin,"2024-08-28 11:08:10"
767,IN670604-00091,DO670828-00009,865073061961992,"CPS - Alee mobile","CPS - Chen wen jun","352026936 - CPS - Alee mobile","352026947 - CPS - Chen wen jun","Kerry-JK (Pakse)","N2034 Approval No.：202408281144000381209",Admin,"2024-08-28 11:08:10"
